CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
XAJSEJ,xajsej_P1_H,orthorhombic,Yes,59.468,-,Yes,-
XAKCIZ,xakciz_P1,monoclinic,-,36.51,-,-,-
XAKCUK,xakcuk_P1,tetragonal,-,16.317,-,-,-
XAKGOJ,xakgoj_P1_H,cubic,-,65.9,-,Yes,Yes
XAKMII,xakmii_P1,monoclinic,-,19.327,-,-,-
XAKPOQ,xakpoq_P1,triclinic,-,11.998,-,-,-
XAKQOR,xakqor_P1,triclinic,-,45.107,-,-,-
XAKWUC,xakwuc_P1_H,orthorhombic,-,13.336,-,Yes,-
XAKYUE,xakyue_P1_H,tetragonal,-,43.917,-,Yes,-
XAKZAL,xakzal_P1,tetragonal,-,30.36,-,-,-
XAKZEP,xakzep_P1,tetragonal,-,46.981,-,-,-
XAKZOZ,xakzoz_P1,tetragonal,-,47.893,-,-,-
XALBIW,xalbiw_P1,tetragonal,-,43.789,-,-,-
XALCAP,xalcap_P1,tetragonal,-,43.283,-,-,-
XALCET,xalcet_P1,tetragonal,-,43.132,-,-,-
XALCUJ,xalcuj_P1,tetragonal,-,30.459,-,-,-
XALDAQ,xaldaq_P1,tetragonal,-,30.115,-,-,-
XALDEU,xaldeu_P1,tetragonal,-,28.553,-,-,-
XALDIY,xaldiy_P1,tetragonal,-,29.438,-,-,-
XALDOE,xaldoe_P1,tetragonal,-,30.802,-,-,-
XALMAC,xalmac_P1_charged,triclinic,-,62.989,Yes,-,-
XALMII,xalmii_P1,hexagonal,Yes,63.815,-,-,-
XALMOO,xalmoo_P1,tetragonal,-,77.693,-,-,-
XALROT,xalrot_P1,orthorhombic,-,58.382,-,-,-
XALTIP,xaltip_P1,cubic,-,79.688,-,-,-
XALTOV,xaltov_P1,cubic,-,58.465,-,-,-
XALXUF,xalxuf_P1_H,tetragonal,-,63.956,-,Yes,Yes
XALXUF01,xalxuf01_P1_H,tetragonal,-,64.663,-,Yes,Yes
XAMDUM,xamdum_P1_H,cubic,-,64.594,-,Yes,Yes
XAMDUM01,xamdum01_P1_H,cubic,-,64.61,-,Yes,Yes
XAMDUM02,xamdum02_P1_H,cubic,-,64.694,-,Yes,Yes
XAMDUM03,xamdum03_P1_H,cubic,-,64.56,-,Yes,Yes
XAMDUM04,xamdum04_P1_H,cubic,-,64.249,-,Yes,Yes
XAMDUM05,xamdum05_P1_H,cubic,-,64.619,-,Yes,Yes
XAMDUM06,xamdum06_P1_H,cubic,-,64.552,-,Yes,Yes
XAMDUM07,xamdum07_P1_H,cubic,-,64.585,-,Yes,Yes
XAMGUQ,xamguq_P1_H,monoclinic,-,41.74,-,Yes,-
XAMHOM,xamhom_P1,monoclinic,-,34.714,-,-,-
XAMHOM01,xamhom01_P1,monoclinic,-,35.957,-,-,-
XAMHOM02,xamhom02_P1,monoclinic,-,35.342,-,-,-
XAMHOM03,xamhom03_P1,monoclinic,-,34.638,-,-,-
XAMHOM04,xamhom04_P1,monoclinic,-,36.724,-,-,-
XAMRAI,xamrai_P1_H,tetragonal,Yes,20.961,-,Yes,-
XAMREM,xamrem_P1_H,tetragonal,Yes,20.86,-,Yes,-
XAMRIQ,xamriq_P1_H,tetragonal,Yes,21.534,-,Yes,-
XAMROW,xamrow_P1_H,tetragonal,Yes,20.903,-,Yes,-
XANDAU,xandau_P1_H,monoclinic,-,10.164,-,Yes,Yes
XANLEE,xanlee_P1,monoclinic,-,40.351,-,-,-
XANLEF,xanlef_P1_H,rhombohedral,Yes,83.283,-,Yes,-
XANLIJ,xanlij_P1_H,rhombohedral,Yes,89.814,-,Yes,-
XANLUV,xanluv_P1,orthorhombic,-,76.793,-,-,-
XANMUX,xanmux_P1_charged,orthorhombic,-,37.68,Yes,-,-
XANMUX02,xanmux02_P1_charged,orthorhombic,-,37.028,Yes,-,-
XANMUX03,xanmux03_P1_charged,orthorhombic,-,37.491,Yes,-,-
XANMUX08,xanmux08_P1_charged,orthorhombic,-,45.879,Yes,-,-
XANNAB,xannab_P1_charged,orthorhombic,Yes,10.048,Yes,-,-
XANXUF,xanxuf_P1_charged,tetragonal,-,13.089,Yes,-,-
XANYOE,xanyoe_P1_H,monoclinic,-,52.035,-,Yes,-
XAPCOJ03,xapcoj03_P1,tetragonal,Yes,49.571,-,-,-
XAPDAU,xapdau_P1,orthorhombic,-,55.475,-,-,-
XAPDEY,xapdey_P1,orthorhombic,-,55.81,-,-,-
XAPGAZ,xapgaz_P1,orthorhombic,-,12.639,-,-,-
XAPGED,xapged_P1_charged_H,orthorhombic,-,27.672,Yes,Yes,-
XAPNIN,xapnin_P1_charged_H,monoclinic,-,24.74,Yes,Yes,-
XAPSOY,xapsoy_P1,monoclinic,-,24.376,-,-,-
XAQXOG,xaqxog_P1,monoclinic,-,26.05,-,-,-
XARCEB,xarceb_P1,monoclinic,-,33.951,-,-,-
XARPAK,xarpak_P1_charged,monoclinic,-,30.238,Yes,-,-
XARVAR,xarvar_P1_charged,tetragonal,-,32.162,Yes,-,-
XASNUD,xasnud_P1_charged_H,cubic,Yes,61.842,Yes,Yes,Yes
XASPEP,xaspep_P1_charged_H,tetragonal,-,44.29,Yes,Yes,-
XATDIJ,xatdij_P1_charged,monoclinic,-,12.989,Yes,-,-
XATLIQ,xatliq_P1,monoclinic,-,43.363,-,-,-
XATLUC,xatluc_P1_H,monoclinic,-,27.831,-,Yes,-
XATZOK,xatzok_P1_H,triclinic,-,60.41,-,Yes,-
XATZUQ,xatzuq_P1,monoclinic,-,48.324,-,-,-
XAVDEF,xavdef_P1_H,orthorhombic,-,55.936,-,Yes,-
XAWDOR,xawdor_P1,monoclinic,-,55.754,-,-,-
XAWDUX01,xawdux01_P1,rhombohedral,-,55.308,-,-,-
XAWGAH,xawgah_P1_charged,tetragonal,Yes,28.94,Yes,-,-
XAWGEL,xawgel_P1_charged,orthorhombic,Yes,23.575,Yes,-,-
XAWVUN,xawvun_P1_H,orthorhombic,-,77.784,-,Yes,Yes
XAWXOL,xawxol_P1,orthorhombic,-,63.067,-,-,-
XAWYAY,xawyay_P1,monoclinic,-,11.628,-,-,-
XAWZEE,xawzee_P1,triclinic,-,45.799,-,-,-
XAWZEE01,xawzee01_P1,triclinic,-,47.115,-,-,-
XAWZEE02,xawzee02_P1,triclinic,-,48.607,-,-,-
XAWZUU,xawzuu_P1,orthorhombic,-,47.702,-,-,-
XAWZUU01,xawzuu01_P1,orthorhombic,-,48.716,-,-,-
XAWZUU02,xawzuu02_P1,orthorhombic,-,50.265,-,-,-
XAXQEU,xaxqeu_P1,triclinic,-,22.435,-,-,-
XAXVEA,xaxvea_P1,tetragonal,Yes,56.797,-,-,-
XAYKOA,xaykoa_P1,monoclinic,-,49.427,-,-,-
XAYKUG,xaykug_P1,orthorhombic,-,48.221,-,-,-
XAYLAN,xaylan_P1,monoclinic,-,35.176,-,-,-
XAYLER,xayler_P1,monoclinic,-,39.004,-,-,-
XAYMUF,xaymuf_P1_charged,tetragonal,Yes,41.755,Yes,-,-
XAYSEZ,xaysez_P1,monoclinic,Yes,20.562,-,-,-
XAYSID,xaysid_P1,triclinic,-,21.14,-,-,-
XAYSOJ,xaysoj_P1,monoclinic,Yes,21.804,-,-,-
XAYSUP,xaysup_P1,monoclinic,-,28.93,-,-,-
XAYTAW,xaytaw_P1,monoclinic,-,27.341,-,-,-
XAYTEA,xaytea_P1,monoclinic,-,28.635,-,-,-
XAYTIE,xaytie_P1,monoclinic,-,21.793,-,-,-
XAZDEK,xazdek_P1_charged,monoclinic,-,16.474,Yes,-,-
XAZDOU,xazdou_P1_charged,monoclinic,-,30.792,Yes,-,-
XAZFEJ,xazfej_P1_charged,orthorhombic,-,32.718,Yes,-,-
XAZFOT,xazfot_P1,monoclinic,-,28.281,-,-,-
XEBHOC,xebhoc_P1_H,orthorhombic,-,77.607,-,Yes,Yes
XECBUD,xecbud_P1,triclinic,-,37.318,-,-,-
XECJAQ,xecjaq_P1,tetragonal,-,13.338,-,-,-
XECJUK01,xecjuk01_P1_H,triclinic,Yes,15.625,-,Yes,-
XECQIJ,xecqij_P1_H,triclinic,-,39.124,-,Yes,-
XECTUX,xectux_P1_charged,rhombohedral,-,21.499,Yes,-,-
XECVAF,xecvaf_P1_charged,rhombohedral,-,21.441,Yes,-,-
XECZOY,xeczoy_P1_H,monoclinic,-,10.882,-,Yes,-
XEDDIX,xeddix_P1_H,triclinic,-,37.808,-,Yes,-
XEDFOF,xedfof_P1,orthorhombic,-,65.123,-,-,-
XEDGIY,xedgiy_P1_H,monoclinic,-,41.165,-,Yes,-
XEDLUN01,xedlun01_P1,monoclinic,-,14.356,-,-,-
XEDMEB,xedmeb_P1_H,monoclinic,-,36.162,-,Yes,Yes
XEDPED,xedped_P1,hexagonal,-,46.777,-,-,-
XEDPIH,xedpih_P1,monoclinic,-,25.806,-,-,-
XEDPON,xedpon_P1,tetragonal,-,28.243,-,-,-
XEDWIO,xedwio_P1,orthorhombic,-,13.377,-,-,-
XEDYIS,xedyis_P1_H,orthorhombic,-,83.222,-,Yes,Yes
XEFGAQ,xefgaq_P1_charged,tetragonal,-,21.983,Yes,-,-
XEFHEY,xefhey_P1,triclinic,-,24.217,-,-,-
XEFHIC,xefhic_P1,triclinic,-,26.147,-,-,-
XEFXIS,xefxis_P1,monoclinic,-,35.808,-,-,-
XEFXOY,xefxoy_P1,triclinic,-,64.569,-,-,-
XEFXOZ,xefxoz_P1_charged,monoclinic,-,70.76,Yes,-,-
XEGJIE,xegjie_P1,monoclinic,-,31.552,-,-,-
XEGJIE02,xegjie02_P1,monoclinic,-,31.552,-,-,-
XEGJOK,xegjok_P1,monoclinic,-,36.775,-,-,-
XEGJUQ,xegjuq_P1,monoclinic,-,34.619,-,-,-
XEGKAX,xegkax_P1,monoclinic,-,39.635,-,-,-
XEGKEB,xegkeb_P1,monoclinic,-,37.315,-,-,-
XEGKIF,xegkif_P1,triclinic,-,28.304,-,-,-
XEGKOL,xegkol_P1,monoclinic,-,40.399,-,-,-
XEGQOS,xegqos_P1,rhombohedral,-,43.141,-,-,-
XEGRAF,xegraf_P1,monoclinic,-,14.734,-,-,-
XEGSIO,xegsio_P1,hexagonal,Yes,23.629,-,-,-
XEGVOX,xegvox_P1,hexagonal,Yes,22.159,-,-,-
XEHDOG,xehdog_P1_charged_H,monoclinic,Yes,28.58,Yes,Yes,-
XEHFUL01,xehful01_P1_H,orthorhombic,Yes,12.336,-,Yes,Yes
XEHFUL02,xehful02_P1_H,orthorhombic,Yes,12.336,-,Yes,Yes
XEHHUR,xehhur_P1,monoclinic,-,20.106,-,-,-
XEHRUY,xehruy_P1,monoclinic,-,28.861,-,-,-
XEHSAF,xehsaf_P1,monoclinic,-,29.219,-,-,-
XEHSEJ,xehsej_P1,monoclinic,-,31.855,-,-,-
XEHSIN,xehsin_P1,monoclinic,-,28.339,-,-,-
XEHSOT,xehsot_P1,monoclinic,-,27.72,-,-,-
XEHSUZ,xehsuz_P1,monoclinic,-,29.54,-,-,-
XEJGOL,xejgol_P1_charged_H,cubic,Yes,43.201,Yes,Yes,-
XEJHIG,xejhig_P1,monoclinic,-,52.336,-,-,-
XEJJIG,xejjig_P1_H,triclinic,-,12.119,-,Yes,-
XEJJII,xejjii_P1,orthorhombic,-,58.75,-,-,-
XEJJOM,xejjom_P1_H,triclinic,-,11.496,-,Yes,-
XEJKAB,xejkab_P1,monoclinic,-,25.289,-,-,-
XEJKUV,xejkuv_P1,orthorhombic,-,23.896,-,-,-
XEJQAG,xejqag_P1_charged,monoclinic,-,13.428,Yes,-,-
XEJQEK,xejqek_P1_charged,monoclinic,-,13.395,Yes,-,-
XEJQIO,xejqio_P1_charged,monoclinic,-,13.292,Yes,-,-
XEJREL,xejrel_P1_charged,monoclinic,-,13.961,Yes,-,-
XEJRIP,xejrip_P1_charged,monoclinic,-,14.127,Yes,-,-
XEJTIR,xejtir_P1,monoclinic,-,25.251,-,-,-
XEJVOZ,xejvoz_P1,rhombohedral,-,12.243,-,-,-
XEJWUG,xejwug_P1,orthorhombic,Yes,19.383,-,-,-
XEJXER,xejxer_P1_H,orthorhombic,Yes,17.136,-,Yes,-
XEKDAW,xekdaw_P1_H,orthorhombic,Yes,26.776,-,Yes,-
XEKDOI,xekdoi_P1,monoclinic,-,22.677,-,-,-
XEKMIL,xekmil_P1,monoclinic,-,18.435,-,-,-
XEKREM,xekrem_P1,triclinic,-,10.094,-,-,-
XEKYOE,xekyoe_P1,monoclinic,-,50.637,-,-,-
XELYOF,xelyof_P1,monoclinic,-,14.103,-,-,-
XEMNUB,xemnub_P1_H,monoclinic,-,19.554,-,Yes,Yes
XEMROZ,xemroz_P1,triclinic,-,20.099,-,-,-
XEMRUF,xemruf_P1,monoclinic,-,40.362,-,-,-
XENCAU,xencau_P1,tetragonal,-,43.401,-,-,-
XENKIM,xenkim_P1,tetragonal,-,22.269,-,-,-
XENKIM01,xenkim01_P1,tetragonal,-,21.562,-,-,-
XENLEL,xenlel_P1_charged,cubic,-,74.108,Yes,-,-
XENZUN,xenzun_P1_charged,rhombohedral,-,49.471,Yes,-,-
XEQGEH,xeqgeh_P1,monoclinic,-,23.109,-,-,-
XEQGIL,xeqgil_P1,monoclinic,-,13.01,-,-,-
XEQLEM,xeqlem_P1,monoclinic,Yes,21.069,-,-,-
XEQLEM01,xeqlem01_P1,monoclinic,Yes,21.701,-,-,-
XEQRAO,xeqrao_P1,monoclinic,-,19.662,-,-,-
XESCOO,xescoo_P1_H,rhombohedral,-,22.34,-,Yes,-
XESKAJ,xeskaj_P1,rhombohedral,-,36.416,-,-,-
XESKEN,xesken_P1_H,rhombohedral,-,38.804,-,Yes,Yes
XESKIR,xeskir_P1_H,rhombohedral,-,40.931,-,Yes,Yes
XESKOX,xeskox_P1_H,rhombohedral,-,36.25,-,Yes,-
XESKUD,xeskud_P1_H,rhombohedral,-,37.78,-,Yes,Yes
XESLAK,xeslak_P1_H,rhombohedral,-,40.756,-,Yes,Yes
XEVJIT,xevjit_P1,orthorhombic,-,11.029,-,-,-
XEVSIB01,xevsib01_P1,triclinic,-,10.687,-,-,-
XEVXUT,xevxut_P1,orthorhombic,-,24.982,-,-,-
XEWCUA,xewcua_P1_H,trigonal,-,53.345,-,Yes,-
XEWFAI,xewfai_P1_H,triclinic,-,42.306,-,Yes,Yes
XEWYOQ,xewyoq_P1_charged,cubic,Yes,28.375,Yes,-,-
XEXLET,xexlet_P1,monoclinic,-,44.524,-,-,-
XEXLIX,xexlix_P1,monoclinic,-,37.83,-,-,-
XEXLOD,xexlod_P1,monoclinic,-,40.57,-,-,-
XEXMAQ,xexmaq_P1,monoclinic,-,43.731,-,-,-
XEXMEU,xexmeu_P1,monoclinic,-,47.166,-,-,-
XEYMAR,xeymar_P1_H,monoclinic,-,50.196,-,Yes,-
XEYMIZ,xeymiz_P1_charged_H,cubic,-,21.257,Yes,Yes,Yes
XEZNEY,xezney_P1,rhombohedral,-,40.578,-,-,-
XEZRIG,xezrig_P1_H,monoclinic,-,44.831,-,Yes,-
XIBZUF,xibzuf_P1_H,orthorhombic,Yes,56.47,-,Yes,-
XICDUI,xicdui_P1_charged,orthorhombic,-,34.2,Yes,-,-
XICHEY,xichey_P1,orthorhombic,-,26.629,-,-,-
XICJIF,xicjif_P1_charged,cubic,-,63.378,Yes,-,-
XICJUR,xicjur_P1_charged,trigonal,-,20.486,Yes,-,-
XICJUR01,xicjur01_P1_charged,trigonal,-,22.585,Yes,-,-
XICKOL,xickol_P1_charged,tetragonal,-,67.527,Yes,-,-
XICKOM,xickom_P1_charged,trigonal,-,20.564,Yes,-,-
XICKOM01,xickom01_P1_charged,trigonal,-,20.719,Yes,-,-
XICNOO,xicnoo_P1,cubic,-,66.45,-,-,-
XICNOO01,xicnoo01_P1,cubic,-,66.126,-,-,-
XICTAH,xictah_P1,monoclinic,-,33.753,-,-,-
XICTEL,xictel_P1,triclinic,-,25.892,-,-,-
XICTIP,xictip_P1,triclinic,-,25.49,-,-,-
XIDBUJ,xidbuj_P1,monoclinic,-,40.762,-,-,-
XIDCEV,xidcev_P1_H,orthorhombic,-,44.037,-,Yes,Yes
XIDCIZ,xidciz_P1_H,monoclinic,-,37.915,-,Yes,-
XIDHID,xidhid_P1_charged,monoclinic,-,13.764,Yes,-,-
XIFHIF,xifhif_P1,orthorhombic,-,29.055,-,-,-
XIGGIG,xiggig_P1,monoclinic,-,12.609,-,-,-
XIGHIF,xighif_P1,monoclinic,-,50.69,-,-,-
XIGHIH,xighih_P1,monoclinic,-,18.276,-,-,-
XIGYIY,xigyiy_P1,orthorhombic,-,14.645,-,-,-
XIGZUL,xigzul_P1,monoclinic,-,21.943,-,-,-
XIHRIQ,xihriq_P1,triclinic,-,30.875,-,-,-
XIHWUI,xihwui_P1,monoclinic,-,19.219,-,-,-
XIHXAP,xihxap_P1,monoclinic,-,20.138,-,-,-
XIJSUH,xijsuh_P1,monoclinic,-,65.829,-,-,-
XIKFIJ,xikfij_P1,monoclinic,-,12.213,-,-,-
XIKVIZ,xikviz_P1,orthorhombic,-,50.03,-,-,-
XILKOV,xilkov_P1_charged,cubic,-,50.448,Yes,-,-
XILLEL,xillel_P1_charged,cubic,-,44.828,Yes,-,-
XILLIP,xillip_P1_charged,monoclinic,-,48.635,Yes,-,-
XILRAO,xilrao_P1_charged_H,cubic,Yes,61.98,Yes,Yes,-
XILTOE,xiltoe_P1,orthorhombic,-,31.395,-,-,-
XILTUK,xiltuk_P1,monoclinic,-,24.9,-,-,-
XILVEV,xilvev_P1,monoclinic,-,45.165,-,-,-
XILVIZ,xilviz_P1,triclinic,-,54.976,-,-,-
XIMJOV,ximjov_P1_charged_H,hexagonal,-,56.337,Yes,Yes,Yes
XIMJUB,ximjub_P1_charged_H,hexagonal,-,56.942,Yes,Yes,Yes
XIMNOZ,ximnoz_P1_H,monoclinic,-,20.549,-,Yes,-
XIMPOA,ximpoa_P1,orthorhombic,Yes,10.927,-,-,-
XIMPOA01,ximpoa01_P1,orthorhombic,Yes,11.182,-,-,-
XINFUW,xinfuw_P1,orthorhombic,Yes,36.455,-,-,-
XINLEO,xinleo_P1_charged,hexagonal,Yes,24.073,Yes,-,-
XINRAP,xinrap_P1_H,tetragonal,-,50.365,-,Yes,-
XINVEY,xinvey_P1,tetragonal,-,11.094,-,-,-
XINWUO,xinwuo_P1,tetragonal,-,14.719,-,-,-
XINYAW,xinyaw_P1_H,tetragonal,-,28.604,-,Yes,-
XIPBOO,xipboo_P1,hexagonal,-,21.649,-,-,-
XIPHIN,xiphin_P1_charged_H,orthorhombic,-,20.564,Yes,Yes,-
XIQYUU,xiqyuu_P1_charged_H,orthorhombic,Yes,63.598,Yes,Yes,-
XIQZIH,xiqzih_P1_charged,monoclinic,Yes,20.821,Yes,-,-
XIRKAM,xirkam_P1_charged,triclinic,-,56.967,Yes,-,-
XISMEU,xismeu_P1_charged,tetragonal,-,32.346,Yes,-,-
XISPEW,xispew_P1,triclinic,-,50.904,-,-,-
XISPEW01,xispew01_P1,triclinic,-,51.141,-,-,-
XISPEW02,xispew02_P1,triclinic,-,52.767,-,-,-
XISPUM,xispum_P1,triclinic,-,53.202,-,-,-
XISPUM01,xispum01_P1_H,triclinic,-,54.224,-,Yes,-
XISXEE,xisxee_P1_H,orthorhombic,-,65.986,-,Yes,Yes
XITMUK,xitmuk_P1,triclinic,-,57.957,-,-,-
XITYOP,xityop_P1_H,rhombohedral,-,59.623,-,Yes,Yes
XIVBAI,xivbai_P1_H,monoclinic,Yes,62.718,-,Yes,-
XIVTED,xivted_P1,cubic,-,67.292,-,-,-
XIVVUW,xivvuw_P1,orthorhombic,-,38.204,-,-,-
XIWVOR,xiwvor_P1,orthorhombic,-,17.861,-,-,-
XIXCIT01,xixcit01_P1,orthorhombic,-,30.304,-,-,-
XIXCOZ,xixcoz_P1,orthorhombic,-,32.804,-,-,-
XIYZIR,xiyzir_P1_charged,tetragonal,-,51.48,Yes,-,-
XIZWIP,xizwip_P1,monoclinic,-,30.641,-,-,-
XOBBUO,xobbuo_P1,triclinic,-,38.229,-,-,-
XOBGON,xobgon_P1,triclinic,-,12.975,-,-,-
XOBREM,xobrem_P1_H,cubic,-,13.108,-,Yes,-
XOBXIW,xobxiw_P1,monoclinic,-,26.876,-,-,-
XOCREP,xocrep_P1,hexagonal,Yes,23.608,-,-,-
XOCWET,xocwet_P1,triclinic,-,19.074,-,-,-
XOCWIX,xocwix_P1,triclinic,-,22.996,-,-,-
XOCWOD,xocwod_P1,triclinic,-,22.508,-,-,-
XOCWUJ,xocwuj_P1,triclinic,-,22.433,-,-,-
XODBOI,xodboi_P1,monoclinic,-,17.871,-,-,-
XOFFUT,xoffut_P1_charged_H,cubic,-,23.156,Yes,Yes,Yes
XOFGAC,xofgac_P1,cubic,-,52.109,-,-,-
XOFGEG,xofgeg_P1,cubic,-,52.298,-,-,-
XOFYOI,xofyoi_P1,monoclinic,-,38.104,-,-,-
XOFYUO,xofyuo_P1,monoclinic,-,31.89,-,-,-
XOGHAF,xoghaf_P1_charged,monoclinic,-,40.419,Yes,-,-
XOGXAU,xogxau_P1_H,triclinic,-,32.186,-,Yes,Yes
XOGZUR,xogzur_P1_charged,monoclinic,-,35.683,Yes,-,-
XOHCAA,xohcaa_P1,monoclinic,-,13.366,-,-,-
XOHFIK,xohfik_P1,monoclinic,-,30.209,-,-,-
XOHJUA,xohjua_P1,monoclinic,-,11.829,-,-,-
XOHLEM,xohlem_P1_H,orthorhombic,Yes,43.47,-,Yes,-
XOHLEM01,xohlem01_P1_H,orthorhombic,Yes,43.47,-,Yes,-
XOHQIX,xohqix_P1_charged,trigonal,Yes,44.979,Yes,-,-
XOHTUJ,xohtuj_P1_charged,monoclinic,-,30.63,Yes,-,-
XOHZEC,xohzec_P1,hexagonal,Yes,14.274,-,-,-
XOJCAB,xojcab_P1_charged,rhombohedral,-,22.091,Yes,-,-
XOJCEF,xojcef_P1_charged,rhombohedral,-,12.282,Yes,-,-
XOJCIJ,xojcij_P1_charged,rhombohedral,-,28.388,Yes,-,-
XOJVIC,xojvic_P1,monoclinic,-,21.162,-,-,-
XOJWID,xojwid_P1_charged,triclinic,-,27.389,Yes,-,-
XOJWOJ,xojwoj_P1_charged_H,monoclinic,-,12.858,Yes,Yes,-
XOJXEA,xojxea_P1_charged_H,rhombohedral,-,16.829,Yes,Yes,Yes
XOKHAH,xokhah_P1_H,orthorhombic,-,16.396,-,Yes,-
XOKHAH01,xokhah01_P1,orthorhombic,-,11.791,-,-,-
XOKHIP,xokhip_P1_H,orthorhombic,-,14.171,-,Yes,-
XOKHIQ,xokhiq_P1,orthorhombic,Yes,54.003,-,-,-
XOKHOW,xokhow_P1_H,monoclinic,Yes,48.925,-,Yes,-
XOLGEM,xolgem_P1_charged,rhombohedral,-,51.043,Yes,-,-
XOLSUO,xolsuo_P1,orthorhombic,Yes,57.331,-,-,-
XOLYEE,xolyee_P1,triclinic,-,10.391,-,-,-
XOMCIN,xomcin_P1,triclinic,-,42.757,-,-,-
XOMCIO,xomcio_P1,cubic,-,69.369,-,-,-
XOMCOT,xomcot_P1,monoclinic,-,32.641,-,-,-
XOMCOU,xomcou_P1,cubic,-,69.369,-,-,-
XOMCUA,xomcua_P1,cubic,-,69.302,-,-,-
XOMDOU,xomdou_P1_charged,hexagonal,Yes,16.623,Yes,-,-
XOMJOY,xomjoy_P1,orthorhombic,Yes,17.648,-,-,-
XOMJUE,xomjue_P1,orthorhombic,Yes,17.643,-,-,-
XOMMOD,xommod_P1_H,monoclinic,-,12.64,-,Yes,-
XOMSUP,xomsup_P1_charged,tetragonal,-,34.038,Yes,-,-
XOPLUL,xoplul_P1_charged,triclinic,-,11.306,Yes,-,-
XOPMIA,xopmia_P1,triclinic,-,43.506,-,-,-
XOPVII,xopvii_P1,triclinic,-,41.106,-,-,-
XOPWIJ,xopwij_P1,monoclinic,-,11.243,-,-,-
XORDUG,xordug_P1_charged_H,monoclinic,-,47.807,Yes,Yes,-
XORGUI,xorgui_P1,monoclinic,-,28.522,-,-,-
XORHET,xorhet_P1,tetragonal,Yes,33.303,-,-,-
XORRON,xorron_P1,tetragonal,-,23.403,-,-,-
XOTGUI,xotgui_P1_charged_H,monoclinic,-,37.541,Yes,Yes,-
XOTSEG,xotseg_P1,triclinic,-,28.77,-,-,-
XOTSIK,xotsik_P1_H,orthorhombic,-,36.97,-,Yes,-
XOTXAG,xotxag_P1_H,monoclinic,-,20.845,-,Yes,-
XOTXUB,xotxub_P1,monoclinic,-,11.431,-,-,-
XOVHIC,xovhic_P1,triclinic,-,19.781,-,-,-
XOVPIH,xovpih_P1,triclinic,-,15.938,-,-,-
XOVPON,xovpon_P1,triclinic,-,38.448,-,-,-
XOVVEK,xovvek_P1_H,triclinic,-,22.564,-,Yes,Yes
XOVVIO,xovvio_P1_H,triclinic,-,19.761,-,Yes,Yes
XOVVOU,xovvou_P1,monoclinic,-,11.545,-,-,-
XOVYUD,xovyud_P1_charged,orthorhombic,Yes,15.158,Yes,-,-
XOXGUN,xoxgun_P1,tetragonal,Yes,21.467,-,-,-
XOXMED,xoxmed_P1_H,monoclinic,-,68.662,-,Yes,-
XOXSOV,xoxsov_P1,monoclinic,-,50.565,-,-,-
XOXSUB,xoxsub_P1,monoclinic,-,49.699,-,-,-
XOXTAI,xoxtai_P1,monoclinic,-,48.525,-,-,-
XOXTIQ,xoxtiq_P1_H,monoclinic,Yes,40.973,-,Yes,-
XOXTOW,xoxtow_P1,cubic,-,56.616,-,-,-
XOXTUC,xoxtuc_P1,cubic,-,56.05,-,-,-
XOXZUI,xoxzui_P1_H,tetragonal,-,51.845,-,Yes,-
XOYDEX,xoydex_P1,monoclinic,-,56.901,-,-,-
XOYSAI,xoysai_P1,tetragonal,Yes,50.471,-,-,-
XOYVIT,xoyvit_P1,tetragonal,Yes,50.018,-,-,-
XOZGIF,xozgif_P1,monoclinic,Yes,54.903,-,-,-
XUBGUY,xubguy_P1_H,tetragonal,-,61.765,-,Yes,Yes
XUCDOP,xucdop_P1,monoclinic,-,22.068,-,-,-
XUCNOZ,xucnoz_P1_H,monoclinic,-,31.176,-,Yes,Yes
XUCSAR,xucsar_P1_H,monoclinic,-,18.18,-,Yes,Yes
XUCSAR01,xucsar01_P1_H,monoclinic,-,17.623,-,Yes,Yes
XUDKEP,xudkep_P1_charged,monoclinic,-,17.519,Yes,-,-
XUDKIT,xudkit_P1_charged,monoclinic,-,17.279,Yes,-,-
XUDKOZ,xudkoz_P1_charged,monoclinic,-,16.966,Yes,-,-
XUDKUF,xudkuf_P1_charged,monoclinic,-,17.184,Yes,-,-
XUDNAN,xudnan_P1,triclinic,-,40.411,-,-,-
XUDNUH,xudnuh_P1_H,tetragonal,-,75.846,-,Yes,Yes
XUDPIX,xudpix_P1_H,orthorhombic,-,70.601,-,Yes,Yes
XUDWOK,xudwok_P1,triclinic,-,12.897,-,-,-
XUDYEC,xudyec_P1,monoclinic,-,27.379,-,-,-
XUDYOM,xudyom_P1_charged_H,orthorhombic,-,25.129,Yes,Yes,-
XUFDAG,xufdag_P1,monoclinic,-,12.591,-,-,-
XUFWOM,xufwom_P1_H,monoclinic,-,55.747,-,Yes,Yes
XUFXED,xufxed_P1_charged_H,triclinic,-,17.931,Yes,Yes,-
XUGDOU,xugdou_P1,monoclinic,-,13.268,-,-,-
XUGFUD,xugfud_P1,triclinic,-,11.503,-,-,-
XUGGAK,xuggak_P1,triclinic,-,31.408,-,-,-
XUGPEX,xugpex_P1,monoclinic,-,51.944,-,-,-
XUGPIB,xugpib_P1,monoclinic,-,49.067,-,-,-
XUGROI,xugroi_P1_H,monoclinic,-,59.656,-,Yes,-
