CSD refcode,CIF filename
XESKIR,xeskir_P1_H
XESKOX,xeskox_P1_H
XESKUD,xeskud_P1_H
XESLAK,xeslak_P1_H
XEWCUA,xewcua_P1_H
XEWFAI,xewfai_P1_H
XEYMAR,xeymar_P1_H
XEYMIZ,xeymiz_P1_charged_H
XEZRIG,xezrig_P1_H
XIBZUF,xibzuf_P1_H
XIDCEV,xidcev_P1_H
XIDCIZ,xidciz_P1_H
XILRAO,xilrao_P1_charged_H
XIMJOV,ximjov_P1_charged_H
XIMJUB,ximjub_P1_charged_H
XIMNOZ,ximnoz_P1_H
XINRAP,xinrap_P1_H
XINYAW,xinyaw_P1_H
XIPHIN,xiphin_P1_charged_H
XIQYUU,xiqyuu_P1_charged_H
XISPUM01,xispum01_P1_H
XISXEE,xisxee_P1_H
XITYOP,xityop_P1_H
XIVBAI,xivbai_P1_H
XOBREM,xobrem_P1_H
XOFFUT,xoffut_P1_charged_H
XOGXAU,xogxau_P1_H
XOHLEM,xohlem_P1_H
XOHLEM01,xohlem01_P1_H
XOJWOJ,xojwoj_P1_charged_H
XOJXEA,xojxea_P1_charged_H
XOKHAH,xokhah_P1_H
XOKHIP,xokhip_P1_H
XOKHOW,xokhow_P1_H
XOMMOD,xommod_P1_H
XORDUG,xordug_P1_charged_H
XOTGUI,xotgui_P1_charged_H
XOTSIK,xotsik_P1_H
XOTXAG,xotxag_P1_H
XOVVEK,xovvek_P1_H
XOVVIO,xovvio_P1_H
XOXMED,xoxmed_P1_H
XOXTIQ,xoxtiq_P1_H
XOXZUI,xoxzui_P1_H
XUBGUY,xubguy_P1_H
XUCNOZ,xucnoz_P1_H
XUCSAR,xucsar_P1_H
XUCSAR01,xucsar01_P1_H
XUDNUH,xudnuh_P1_H
XUDPIX,xudpix_P1_H
XUDYOM,xudyom_P1_charged_H
XUFWOM,xufwom_P1_H
XUFXED,xufxed_P1_charged_H
XUGROI,xugroi_P1_H
XUGWAZ,xugwaz_P1_H
XUKMEY,xukmey_P1_charged_H
XUKMIC03,xukmic03_P1_charged_H
XUKMUO,xukmuo_P1_charged_H
XULDEP,xuldep_P1_H
XULDOZ,xuldoz_P1_H
XUMFIV,xumfiv_P1_H
XUMNIE,xumnie_P1_H
XUNVAF,xunvaf_P1_H
XURNUU,xurnuu_P1_H
XUSZAP,xuszap_P1_H
XUSZET,xuszet_P1_H
XUTQEI,xutqei_P1_H
XUTQOV,xutqov_P1_H
XUTQOV01,xutqov01_P1_H
XUWVUG,xuwvug_P1_H
XUXPEO,xuxpeo_P1_H
YABHER,yabher_P1_H
YAFMIF,yafmif_P1_charged_H
YAJQIN,yajqin_P1_H
YAKCUM,yakcum_P1_charged_H
YALTUE,yaltue_P1_H
YAPPEO,yappeo_P1_charged_H
YAPPOY,yappoy_P1_charged_H
YAPRUE,yaprue_P1_charged_H
YAPRUE01,yaprue01_P1_H
YAPSAL,yapsal_P1_charged_H
YAQBAX,yaqbax_P1_charged_H
YAQZAT,yaqzat_P1_charged_H
YAQZEX,yaqzex_P1_charged_H
YARYOF,yaryof_P1_H
YASLOW,yaslow_P1_charged_H
YATDUV,yatduv_P1_H
YAVZUT,yavzut_P1_H
YAWBAC,yawbac_P1_H
YAWKOX,yawkox_P1_H
YAWXED,yawxed_P1_H
YAYQOH,yayqoh_P1_H
YAZWOM,yazwom_P1_H
YEBLAT,yeblat_P1_charged_H
YEDKUO,yedkuo_P1_H
YEJDEA,yejdea_P1_H
YEKBOJ,yekboj_P1_charged_H
YEKQOW,yekqow_P1_H
YEKWOC,yekwoc_P1_H
YELYOE,yelyoe_P1_H
YEMGED,yemged_P1_charged_H
YEMJAC,yemjac_P1_H
YEMMAF,yemmaf_P1_H
YERFUZ,yerfuz_P1_H
YERLIT,yerlit_P1_H
YESSUN,yessun_P1_charged_H
YESTAU,yestau_P1_charged_H
YEVKAO,yevkao_P1_charged_H
YEVTOL,yevtol_P1_charged_H
YEVTUR,yevtur_P1_charged_H
YEWKAP,yewkap_P1_charged_H
YIKJOT,yikjot_P1_charged_H
YIKLUZ,yikluz_P1_H
YILBIG,yilbig_P1_H
YINDOQ,yindoq_P1_H
YINXIE,yinxie_P1_charged_H
YIRZAC,yirzac_P1_H
YISVEE,yisvee_P1_H
YITGOA,yitgoa_P1_H
YIVZIO,yivzio_P1_H
YIWFAO,yiwfao_P1_H
YOCGAZ,yocgaz_P1_H
YOCPEN,yocpen_P1_H
YODJEI,yodjei_P1_charged_H
YODRAM,yodram_P1_H
YODWOF,yodwof_P1_charged_H
YOFLUB,yoflub_P1_H
YOGHAF,yoghaf_P1_H
YOGKOW,yogkow_P1_H
YOGXOK,yogxok_P1_H
YOLHAL,yolhal_P1_charged_H
YOMBAE,yombae_P1_H
YOQLAT,yoqlat_P1_H
YORGOD,yorgod_P1_H
YORKOG,yorkog_P1_H
YOSDUG,yosdug_P1_H
YOTREG,yotreg_P1_charged_H
YOTXOW,yotxow_P1_H
YOXGOJ,yoxgoj_P1_H
YOYZAP,yoyzap_P1_H
YOYZET,yoyzet_P1_H
YOZQAG,yozqag_P1_H
YOZQEK,yozqek_P1_charged_H
YUBLIT,yublit_P1_H
YUBZIH,yubzih_P1_H
YUDFIO,yudfio_P1_H
YUDFOU,yudfou_P1_H
YUGLES,yugles_P1_H
YUJCOX,yujcox_P1_H
YUJGES,yujges_P1_charged_H
YUKLEY,yukley_P1_charged_H
YULVAF,yulvaf_P1_charged_H
YUMKAV,yumkav_P1_H
YUNKIC,yunkic_P1_charged_H
YURKAY,yurkay_P1_H
YUSTUC,yustuc_P1_charged_H
YUSWEP,yuswep_P1_H
YUVMIO,yuvmio_P1_charged_H
YUWGUV,yuwguv_P1_H
YUXJEJ,yuxjej_P1_H
YUXJIN,yuxjin_P1_H
YUYLIP,yuylip_P1_charged_H
YUYLOV,yuylov_P1_charged_H
YUZPEQ,yuzpeq_P1_H
YUZPOA,yuzpoa_P1_H
ZADGAQ,zadgaq_P1_charged_H
ZAFXAI,zafxai_P1_charged_H
ZAGZAM,zagzam_P1_charged_H
ZAGZEQ,zagzeq_P1_charged_H
ZAHBAP,zahbap_P1_charged_H
ZAHBET,zahbet_P1_charged_H
ZAHLIG,zahlig_P1_H
ZAHLOM,zahlom_P1_H
ZAJMEG,zajmeg_P1_charged_H
ZALGEB,zalgeb_P1_H
ZALGOL,zalgol_P1_charged_H
ZAMQOX,zamqox_P1_H
ZAQSET,zaqset_P1_charged_H
ZARLEL,zarlel_P1_H
ZARMAI,zarmai_P1_charged_H
ZATPIW,zatpiw_P1_H
ZATPOC,zatpoc_P1_H
ZATYAX,zatyax_P1_H
ZAXSAV,zaxsav_P1_H
ZAYJOA,zayjoa_P1_H
ZAYPOH,zaypoh_P1_charged_H
ZAYXEF,zayxef_P1_charged_H
ZEBMAW,zebmaw_P1_H
ZEDGAU,zedgau_P1_charged_H
ZEDGIC,zedgic_P1_charged_H
ZEDGOI,zedgoi_P1_charged_H
ZEDVIP,zedvip_P1_charged_H
ZEDVOV,zedvov_P1_charged_H
ZEDVUB,zedvub_P1_charged_H
ZEDWAI,zedwai_P1_charged_H
ZEDZAL,zedzal_P1_H
ZEDZAL01,zedzal01_P1_H
ZEFDEW,zefdew_P1_H
ZEFDIA,zefdia_P1_H
ZEFDOG,zefdog_P1_H
ZEFKAA,zefkaa_P1_H
ZEFKII,zefkii_P1_H
ZEFLED,zefled_P1_H
ZEFYIU,zefyiu_P1_charged_H
ZEHDOJ,zehdoj_P1_H
ZEHTEP,zehtep_P1_charged_H
ZEJFAY,zejfay_P1_H
ZEVYOR,zevyor_P1_H
ZEWPOJ,zewpoj_P1_H
ZEXSOM,zexsom_P1_H
ZEYRIH,zeyrih_P1_H
ZEYRON,zeyron_P1_charged_H
ZEZFIV,zezfiv_P1_charged_H
ZIDDIB,ziddib_P1_H
ZIDVAL,zidval_P1_charged_H
ZIFGOM,zifgom_P1_H
ZIFZOG,zifzog_P1_charged_H
ZIFZUM,zifzum_P1_charged_H
ZIGQAK,zigqak_P1_H
ZIGQIS,zigqis_P1_charged_H
ZIJXOI,zijxoi_P1_charged_H
ZIKGEI,zikgei_P1_charged_H
ZIKJOU,zikjou_P1_H
ZILFOR,zilfor_P1_H
ZINDAD,zindad_P1_H
ZINRIA,zinria_P1_H
ZIPRUO,zipruo_P1_H
ZIQGOX,ziqgox_P1_H
ZIQRAV,ziqrav_P1_H
ZIQREZ,ziqrez_P1_H
ZIQROJ,ziqroj_P1_H
ZIQSAW,ziqsaw_P1_H
ZITFAM,zitfam_P1_H
ZIYSEI,ziysei_P1_charged_H
ZOCWUM,zocwum_P1_H
ZOCXAT,zocxat_P1_H
ZOCXEX,zocxex_P1_H
ZOFKIR,zofkir_P1_H
ZOFKOX,zofkox_P1_H
ZOFKUD,zofkud_P1_H
ZOFLAK,zoflak_P1_H
ZOFLEO,zofleo_P1_H
ZOFLIS,zoflis_P1_H
ZOFZIF,zofzif_P1_H
ZOGRIZ,zogriz_P1_H
ZOHFUZ,zohfuz_P1_charged_H
ZOHJUE,zohjue_P1_H
ZOLSIF,zolsif_P1_H
ZONBAH,zonbah_P1_H
ZOVHUQ,zovhuq_P1_H
ZOYFOL,zoyfol_P1_H
ZOYKAB,zoykab_P1_H
ZOZKAC,zozkac_P1_H
ZOZKEG,zozkeg_P1_H
ZOZQOX,zozqox_P1_charged_H
ZOZQUD,zozqud_P1_charged_H
ZUBFIN,zubfin_P1_H
ZUDQEW,zudqew_P1_H
ZUJXIO,zujxio_P1_H
ZUKNAW,zuknaw_P1_charged_H
ZUKSEG,zukseg_P1_H
ZUKXIP,zukxip_P1_H
ZUKXIP01,zukxip01_P1_H
ZUKXIP03,zukxip03_P1_H
ZUKXOV,zukxov_P1_H
ZUKXOV02,zukxov02_P1_H
ZUQNAD,zuqnad_P1_H
ZUQNEH,zuqneh_P1_H
ZURQOS,zurqos_P1_H
ZURRIN,zurrin_P1_H
ZUVTEP,zuvtep_P1_H
ZUWHEH,zuwheh_P1_H
ZUZVOI,zuzvoi_P1_H
ZUZVUO,zuzvuo_P1_H
